+---	Results for Step 3 part 29	---+


Results as compiled on 22-08-2016 23:35


+-----------+------+--------+
|   Detail  |  L1  |   L2   |
+-----------+------+--------+
| Precision | 50.0 | 88.888 |
|   Recall  | 50.0 | 88.888 |
|  Accuracy |  =>  | 81.818 |
+-----------+------+--------+

+-------+------------------------------------------+-----------+---------+---------------+--------------+
|  Node |                 Mapping                  | Goldlabel | Predict | L1 confidence | L2confidence |
+-------+------------------------------------------+-----------+---------+---------------+--------------+
|  N344 |            visarpaka->visarpa            |     -     |    L2   |     0.014     |    0.015     |
|  N345 |           apAmArgaka->apAmArga           |     -     |    L2   |     0.014     |    0.015     |
|  N346 |               deSaka->deSa               |     -     |    L2   |     0.014     |    0.015     |
|  N347 |              ABIraka->ABIra              |     -     |    L2   |     0.015     |    0.015     |
|  N340 |              pAdyaka->pAdya              |     -     |    L2   |     0.015     |    0.015     |
|  N341 |              pAdyaka->padya              |     -     |    L1   |     0.019     |    0.017     |
|  N342 |        latAvezwitaka->latAvezwita        |     -     |    L2   |     0.014     |    0.015     |
|  N343 |           saMkalpaka->saMkalpa           |     -     |    L2   |     0.014     |    0.015     |
| N2918 |           upamardaka->upamarda           |     -     |    L2   |     0.009     |    0.009     |
|  N348 |              ABIraka->aBIra              |     -     |    L1   |     0.019     |    0.017     |
|  N349 |             kzudraka->kzudra             |     -     |    L1   |     0.013     |    0.013     |
| N3002 |        rIWAkaraYjaka->rIWAkaraYja        |     -     |    L2   |     0.013     |    0.015     |
| N2919 |             sunIlaka->sunIla             |     -     |    L2   |     0.009     |    0.009     |
| N1653 |              joNgaka->joNga              |     -     |    L1   |     0.012     |    0.012     |
| N2318 |             Cattraka->Cattra             |     -     |    L1   |     0.017     |    0.015     |
| N2319 |        raktavartmaka->raktavartma        |     -     |    L2   |     0.013     |    0.014     |
| N2316 |             kaWoraka->kaWora             |     -     |    L2   |      0.01     |    0.011     |
| N2317 |             tIkzRaka->tIkzRa             |     -     |    L2   |     0.013     |    0.014     |
| N2314 |           maRipUraka->maRipUra           |     -     |    L2   |     0.014     |    0.015     |
| N2315 |             aDyAyaka->aDyAya             |     -     |    L2   |      0.01     |     0.01     |
